RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
9422,15589589,Bryan,613,France,Male,34,5,144094.2,1,1,0,44510.26
9423,15778936,Ingamells,701,France,Male,33,9,147510.34,1,1,0,190611.92
9424,15757385,Milne,578,Spain,Female,28,8,161592.76,1,1,0,177834.79
9425,15666200,Lombardo,689,France,Female,40,1,0,2,1,1,119446.64
9426,15683977,Owens,687,Spain,Female,72,4,0,2,1,1,50267.69
9427,15675518,Charlton,499,Spain,Female,53,1,75225.53,2,0,0,144849.1
9428,15584812,Overby,693,Spain,Female,39,0,0,2,0,0,81901.6
9429,15752984,Chifley,737,France,Female,70,9,87542.89,2,1,1,42576.86
9430,15577913,Oliver,651,France,Female,32,8,144581.96,1,1,1,87609.5
9431,15591980,Hill,753,France,Male,33,5,122568.05,2,1,1,82820.85
9432,15598948,DeRose,523,Spain,Female,24,5,172231.93,1,0,1,155144.12
9433,15574142,Chuang,458,Germany,Female,28,2,171932.26,2,1,1,9578.24
9434,15582903,Edwards,643,France,Male,39,7,0,2,1,1,170392.59
9435,15733229,Rodriguez,638,Spain,Female,34,7,0,2,0,0,3946.29
9436,15635752,Lo,685,Germany,Male,38,4,111798.06,2,1,1,102184.66
9437,15771000,Powell,684,France,Male,38,4,0,3,1,0,75609.84
9438,15804864,Chu,670,France,Female,27,5,79336.61,1,1,1,26170.08
9439,15641175,Munro,701,Germany,Male,63,3,120916.52,3,0,0,144727.45
9440,15692226,Onwumelu,705,France,Female,31,3,142905.51,1,1,1,58134.97
9441,15584156,Siciliani,593,Spain,Male,27,10,0,3,0,0,94620
9442,15702656,Yobachi,651,France,Female,33,1,96834.78,1,1,0,108764.69
9443,15606552,Akabueze,741,France,Male,37,9,105261.76,2,1,1,149503.54
9444,15687001,Chiemenam,596,Germany,Male,54,1,123544,1,1,1,120314.75
9445,15781903,Odinakachukwu,581,Germany,Male,41,2,127913.71,2,1,1,44205.95
9446,15731951,Reilly,689,Spain,Female,28,5,95328.6,1,1,0,6129.61
9447,15580953,Forbes,544,France,Male,30,4,73218.89,1,0,1,126796.69
9448,15810390,Amadi,718,France,Female,41,1,0,2,0,1,27509.52
9449,15628274,Ferri,583,Germany,Male,35,8,149995.72,2,1,0,42143.55
9450,15615444,Y?an,663,Germany,Male,28,8,123674.28,2,1,1,87985.2
9451,15784010,Williamson,666,Germany,Male,33,2,124125.26,1,1,0,81884.8
9452,15571586,Briggs,524,Spain,Male,29,3,159035.45,1,1,0,2705.31
9453,15748616,Napolitani,599,France,Male,27,5,0,2,1,0,30546.4
9454,15769402,Carpenter,667,France,Male,27,7,156811.74,1,1,1,149402.59
9455,15739248,Lin,727,France,Male,52,4,0,2,1,1,118429.02
9456,15603481,Robinson,689,Spain,Female,55,4,0,2,1,1,58442.25
9457,15723604,Collins,639,France,Male,39,6,150555.83,1,1,0,30414.17
9458,15797822,Kingsley,678,France,Male,28,2,109137.12,1,1,1,58814.41
9459,15665064,Harvey,523,France,Male,36,8,158351.02,2,1,0,155304.53
9460,15640580,Obiora,650,France,Female,47,9,0,1,1,0,187943.6
9461,15581089,Knight,744,Spain,Male,35,7,0,2,1,1,43036.6
9462,15728605,Hung,697,France,Male,40,4,0,2,0,1,26543.28
9463,15737385,Curtis,800,Spain,Female,46,6,0,2,1,0,171928.04
9464,15714789,Perez,664,France,Male,24,7,0,1,0,1,35611.35
9465,15786035,Gosnell,740,France,Male,39,9,0,2,1,0,19047.23
9466,15815259,Fang,835,France,Female,56,2,0,2,1,1,39820.13
9467,15592716,Clarke,559,France,Male,52,2,0,1,1,0,129013.59
9468,15734850,Milanesi,676,Spain,Male,36,1,82729.49,1,1,0,113810.12
9469,15638047,Chia,613,Germany,Female,45,9,142765.24,2,1,0,34749.65
9470,15674573,Gearhart,713,France,Female,25,4,121172.97,1,1,1,56268.98
9471,15694859,McLean,751,Germany,Female,28,10,132932.14,2,1,1,46630.47
9472,15776404,Williamson,523,France,Male,22,8,123374.46,1,1,1,124906.59
9473,15579345,Murphy,775,Germany,Female,74,0,161371.5,1,1,1,134869.93
9474,15690733,Angelo,608,Spain,Male,45,4,0,2,0,0,36697.48
9475,15631481,Thomson,673,France,Male,51,8,79563.36,2,1,1,172200.91
9476,15620988,Murray,616,France,Male,46,2,0,2,1,0,137136.46
9477,15571529,Kirby,650,Germany,Female,48,7,138232.24,1,1,0,57594.78
9478,15592104,Lane,655,France,Female,41,5,0,1,0,0,36548
9479,15651900,Bergamaschi,782,Germany,Female,53,1,81571.05,1,1,0,182960.46
9480,15596212,Yang,781,Spain,Male,35,1,0,2,0,0,42117.9
9481,15710687,Mills,593,France,Female,33,0,95927.04,1,1,0,199478.05
9482,15613787,Chidubem,505,Spain,Male,35,8,116932.59,1,1,0,91092.84
9483,15599211,Findlay,707,France,Male,40,1,0,2,1,0,14090.4
9484,15675983,Wood,692,France,Female,36,3,79551.12,1,0,1,178267.07
9485,15622370,Boyle,813,Germany,Male,30,1,116416.94,1,0,1,85808.22
9486,15656319,Toscano,850,Spain,Male,37,4,88141.1,1,1,0,109659.12
9487,15605130,Seccombe,753,France,Male,32,6,177729.13,1,1,1,161642.08
9488,15672574,Uspenskaya,850,Spain,Female,32,5,0,1,1,1,3830.59
9489,15659355,McKenzie,671,Spain,Male,32,6,123912.78,2,1,1,146636.44
9490,15777907,Liang,791,France,Female,33,3,0,1,1,1,144413.92
9491,15655171,Yermakova,624,France,Male,80,3,0,1,1,1,65801.44
9492,15619674,White,649,France,Female,35,4,108306.44,1,1,1,192486.24
9493,15775192,Rounsevell,732,Germany,Female,48,4,102962.62,1,1,0,120852.85
9494,15617657,Ts'ai,664,France,Female,36,0,103502.22,1,1,1,146191.82
9495,15688951,Stoneman,789,Germany,Male,43,8,119654.44,2,0,1,148412.24
9496,15763460,Yao,680,France,Male,33,10,183768.47,1,1,0,164119.35
9497,15756992,Chukwukere,701,France,Male,37,1,0,2,1,0,163457.55
9498,15617454,Ifeatu,684,France,Female,25,1,0,2,0,1,144978.47
9499,15701932,Millar,586,France,Female,52,6,140900.97,1,1,1,67288.89
9500,15700813,Igwebuike,522,Germany,Female,25,5,94049.92,2,1,0,103269
9501,15645600,Obidimkpa,739,Spain,Female,27,8,98926.4,1,1,1,106969.98
9502,15634146,Hou,835,Germany,Male,18,2,142872.36,1,1,1,117632.63
9503,15686743,Moody,790,Spain,Male,29,3,46057.96,2,1,1,189777.66
9504,15698792,Keldie,671,France,Female,48,6,119769.77,1,0,1,66032.65
9505,15591724,Liu,560,France,Female,44,5,143244.97,1,1,0,98661.27
9506,15571281,Ts'ao,651,France,Male,28,10,79562.98,1,1,1,74687.37
9507,15661380,Walker,682,France,Male,69,6,0,2,0,1,149604.18
9508,15728885,Defalco,808,France,Male,41,0,0,1,1,1,79888.78
9509,15618950,Lo Duca,644,Spain,Male,26,8,96659.64,2,1,1,138775.69
9510,15609804,Hyde,688,France,Male,29,1,0,2,1,0,154695.57
9511,15735849,Kanayochukwu,617,France,Female,26,2,165947.99,2,0,1,168834.38
9512,15652948,Yen,738,France,Male,33,4,92676.3,1,1,0,105817.63
9513,15618155,Ts'ui,663,France,Male,45,5,83195.12,1,1,1,48682.1
9514,15566378,Tillman,515,France,Male,48,5,129387.94,1,0,1,147955.91
9515,15565879,Riley,845,France,Female,28,9,0,2,1,1,56185.98
9516,15792922,Tu,639,Spain,Male,38,9,130233.14,1,1,1,81861.1
9517,15770567,Ruiz,557,France,Female,32,3,123502.53,1,1,1,69826.8
9518,15738042,Goliwe,543,Germany,Male,37,8,140894.06,2,1,1,118059.19
9519,15714920,Balashov,585,Germany,Male,44,7,163867.86,1,1,1,112333.22
9520,15782121,Leonard,610,France,Female,27,2,0,2,1,0,14546.76
9521,15673180,Onyekaozulu,727,Germany,Female,18,2,93816.7,2,1,0,126172.11
9522,15660636,Carpenter,540,Spain,Female,40,8,0,2,1,0,3560
9523,15664504,Beede,418,France,Male,35,7,0,2,1,1,88878.15
9524,15790322,Beneventi,660,France,Female,32,0,114668.89,1,1,0,84605
9525,15739847,Sadlier,850,Germany,Male,38,5,146756.68,1,1,0,78268.61
9526,15699415,Lewis,618,France,Female,46,6,150213.71,1,1,0,120668.46
9527,15665521,Chiazagomekpele,642,Germany,Male,18,5,111183.53,2,0,1,10063.75
9528,15682868,Elliott,850,France,Female,40,9,99816.46,1,1,1,163989.66
9529,15584462,Liang,739,France,Male,34,9,0,1,1,0,60584.33
9530,15661708,She,508,France,Female,41,5,0,2,1,1,94170.84
9531,15584452,Bozeman,667,France,Male,41,6,0,2,0,0,167181.77
9532,15717010,Yu,741,France,Female,60,5,0,1,1,1,38914.51
9533,15643828,Teng,592,France,Male,29,7,0,2,1,1,91196.67
9534,15733361,Davide,651,Germany,Female,45,6,86714.06,1,1,0,85869.89
9535,15795488,Beneventi,773,Spain,Male,52,2,0,2,1,0,57337.79
9536,15581551,Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,1,175347.28
9537,15632051,Douglas,550,Germany,Female,42,10,128707.31,1,1,0,63092.65
9538,15780409,Egobudike,783,France,Male,40,6,0,2,1,0,109742.55
9539,15572767,Shelby,777,France,Male,29,2,0,2,1,0,124489.88
9540,15590337,Golubov,659,France,Male,29,6,123192.12,1,1,1,56971.41
9541,15634551,Williamson,727,Germany,Male,46,3,115248.11,4,1,0,130752.01
9542,15669290,Fan,603,France,Male,38,8,59360.77,1,1,1,191457.06
9543,15621140,Nwebube,644,Spain,Male,37,9,0,2,1,1,96442.86
9544,15613518,Bellucci,647,France,Female,35,6,112668.7,1,0,1,122584.29
9545,15728043,Udinese,648,Germany,Female,37,7,138503.51,2,1,0,57215.85
9546,15570073,Marian,721,Spain,Male,57,1,0,1,1,1,195940.96
9547,15777033,Chizoba,524,France,Male,29,7,0,2,1,1,105448.74
9548,15682454,McFarland,626,France,Female,34,3,0,2,1,1,37870.29
9549,15758513,McDonald,569,France,Male,43,7,0,2,1,0,52534.81
9550,15772604,Chiemezie,578,Spain,Male,36,1,157267.95,2,1,0,141533.19
9551,15721715,Fane,769,France,Female,40,9,133871.05,1,1,1,50568.02
9552,15688563,Marchesi,694,Germany,Male,31,4,141989.27,2,1,0,26116.82
9553,15772009,Scott,664,France,Female,41,5,0,1,1,1,152054.33
9554,15809585,H?,646,France,Male,38,7,0,2,1,0,1528.4
9555,15593778,Craig,779,France,Female,29,3,46388.16,3,1,0,127939.26
9556,15655360,Chikelu,782,Germany,Female,72,5,148666.99,1,1,0,2605.65
9557,15780909,Caffyn,769,Germany,Male,34,7,115101.5,1,0,0,57841.89
9558,15757310,Otitodilichukwu,655,Germany,Male,67,6,148363.38,1,1,1,186995.17
9559,15801411,Green,623,Spain,Male,46,4,0,1,1,0,5549.11
9560,15761706,Y?an,705,Spain,Female,39,8,144102.32,1,1,1,11682.36
9561,15658409,Mao,686,France,Male,41,5,128876.71,3,1,1,106939.34
9562,15810010,Dahlenburg,678,Germany,Male,36,6,118448.15,2,1,0,53172.02
9563,15627027,Shih,738,France,Male,39,5,0,2,1,1,114388.98
9564,15624374,Maclean,703,France,Male,28,9,0,2,0,1,2151.17
9565,15720083,Fiorentino,554,Spain,Male,42,1,0,2,0,1,183492.9
9566,15752294,Long,582,France,Female,38,9,135979.01,4,1,1,76582.95
9567,15743193,Olson,644,France,Male,37,6,117271.8,2,1,0,104217.96
9568,15696733,McKenzie,724,France,Male,29,4,0,1,1,0,8982.75
9569,15677522,Rossi,593,France,Male,33,1,0,2,0,0,9984.4
9570,15643523,Power,710,Spain,Female,30,10,0,2,1,0,19500.1
9571,15624936,Yen,631,France,Male,35,8,129205.49,1,1,1,79146.36
9572,15716085,Norris,739,Spain,Female,41,8,0,1,1,0,191694.77
9573,15641688,Collier,644,Spain,Male,18,7,0,1,0,1,59645.24
9574,15796834,Rivers,652,Germany,Male,35,7,104015.54,2,1,1,55207.88
9575,15720123,Hudson,554,Spain,Male,37,3,0,2,1,0,166177.3
9576,15604732,Milani,483,France,Female,30,9,0,2,0,0,136356.97
9577,15723484,Hunt,669,Germany,Female,42,1,103873.39,1,1,0,148611.52
9578,15807120,Oluchukwu,841,Germany,Female,52,3,112383.03,1,1,0,85516.37
9579,15810891,Lorenzo,662,France,Male,34,2,117731.79,2,0,1,55120.79
9580,15640407,Chidiegwu,821,Germany,Male,45,0,135827.33,2,1,1,131778.58
9581,15778838,Warren,783,France,Male,38,9,114135.17,1,1,0,153269.98
9582,15709256,Glover,850,France,Female,28,9,0,2,1,1,164864.67
9583,15742285,Andersen,559,France,Male,62,6,118756.62,1,1,1,20367.68
9584,15729019,Arcuri,602,Spain,Male,34,8,98382.72,1,1,0,39542
9585,15608588,Mackinlay,563,Germany,Male,41,2,100520.92,1,1,1,19412.8
9586,15610557,McCarthy,695,Spain,Female,35,7,79858.13,2,1,1,127977.66
9587,15786418,Chiu,546,France,Female,20,6,0,1,0,1,20508.85
9588,15653050,Norriss,719,Germany,Female,76,10,95052.29,1,1,0,176244.87
9589,15744914,Moore,539,Germany,Male,42,1,177728.55,1,1,0,105013.63
9590,15669611,Mott,632,France,Male,71,3,83116.68,1,1,1,27597.76
9591,15594786,Ts'ai,772,Germany,Male,34,7,111565.91,1,1,1,121073.23
9592,15649211,Fokina,708,Spain,Male,40,8,83015.71,1,1,0,101089.76
9593,15766066,Nikitina,668,Germany,Female,28,1,124511.01,1,0,0,114258.18
9594,15772216,Henry,738,France,Female,67,1,130652.52,1,0,1,22762.23
9595,15619898,Chiefo,785,France,Male,55,5,0,2,1,1,7008.65
9596,15724543,Mao,597,France,Male,61,5,0,2,1,1,81299.17
9597,15755084,Bezrukova,531,France,Male,37,7,121854.45,1,1,0,147521.35
9598,15730441,Dodd,509,France,Male,26,10,0,2,1,1,6177.83
9599,15666767,Lori,508,France,Male,35,1,86893.28,1,0,0,59374.82
9600,15690456,Yudina,749,Germany,Female,32,7,79523.13,1,0,1,157648.12
9601,15570533,Conti,621,Germany,Female,55,7,131033.76,1,0,1,75685.59
9602,15797692,Volkova,659,France,Female,33,7,89939.62,1,1,0,136540.09
9603,15603135,Boni,634,Germany,Female,59,3,95727.05,1,0,0,97939.4
9604,15698927,Ritchie,675,France,Male,39,7,0,2,0,1,36267.21
9605,15687363,McMillan,770,France,Male,31,3,155047.56,2,1,1,186064.34
9606,15733444,Phillips,736,France,Female,29,9,0,2,0,0,176152.7
9607,15678057,Lombardi,524,France,Male,44,10,118569.03,2,0,0,82117.2
9608,15806918,Ireland,674,France,Male,28,5,0,1,1,1,151925.25
9609,15638247,Boan,700,Spain,Male,44,9,0,2,1,0,142287.65
9610,15674833,Shao,741,France,Female,35,1,0,2,1,0,36557.55
9611,15812534,Chiemenam,455,France,Male,40,1,0,3,0,1,129975.34
9612,15586522,Hunter,608,Spain,Male,37,2,130461.02,1,1,0,21967.15
9613,15794297,McKay,776,France,Male,36,1,0,2,1,0,53477.76
9614,15737025,Roberts,635,France,Male,33,1,0,3,0,0,178067.33
9615,15615931,Aitken,746,France,Female,37,4,0,2,0,1,171039.56
9616,15664860,Chao,692,Spain,Female,47,3,0,2,1,0,150802.41
9617,15664539,Bruce,683,Spain,Male,35,9,61172.04,1,0,0,82951.12
9618,15583692,Chan,591,Germany,Female,35,2,90194.34,2,1,0,57064.57
9619,15693131,Watts,581,France,Female,24,3,95508.2,1,1,1,45755
9620,15779973,Gibbons,684,Germany,Male,35,3,99967.76,1,1,1,176882.08
9621,15620557,Ni,561,Spain,Male,37,4,101470.29,1,0,1,88838.14
9622,15639549,Jen,718,Germany,Female,33,4,70541.06,1,0,0,88592.8
9623,15618750,Phillips,590,France,Male,31,8,112211.61,1,1,0,26261.42
9624,15796790,Amaechi,573,France,Female,47,8,154543.98,1,1,0,29586.73
9625,15668309,Maslow,350,France,Female,40,0,111098.85,1,1,1,172321.21
9626,15732437,Rowley,504,Germany,Female,44,0,131873.07,2,1,1,158036.72
9627,15665158,Chukwuemeka,813,Spain,Male,27,1,137275.36,1,0,1,115733.16
9628,15689322,Bevan,641,Spain,Male,31,3,153316.14,1,1,0,59927.99
9629,15596624,Topp,662,France,Female,22,9,0,2,1,1,44377.65
9630,15601977,Burgoyne,497,Spain,Male,44,2,121250.04,1,0,1,79691.4
9631,15801462,Yermakov,716,France,Male,31,8,109578.04,2,1,1,51503.51
9632,15566139,Ts'ui,526,France,Female,37,5,53573.18,1,1,0,62830.97
9633,15791006,Kodilinyechukwu,760,Germany,Female,34,6,58003.41,1,1,0,90346.1
9634,15668057,K?,669,France,Female,31,6,113000.66,1,1,0,40467.82
9635,15580805,Marino,655,France,Male,27,10,0,2,1,0,51620.94
9636,15658768,Lucas,547,France,Female,49,2,0,1,0,0,65466.93
9637,15613048,Anderson,648,Germany,Female,40,5,139973.65,1,1,1,667.66
9638,15803654,Wei,790,France,Female,31,2,151290.16,1,1,1,172437.12
9639,15662337,Baldwin,744,Germany,Female,50,1,121498.11,2,0,1,106061.47
9640,15650924,Foster,761,Spain,Female,32,4,103515.39,2,1,1,177622.38
9641,15647203,Gebhart,750,France,Female,35,3,0,1,1,0,191520.5
9642,15682778,Fedorov,680,France,Male,34,9,0,2,1,1,95686.6
9643,15579820,Robertson,704,Spain,Male,38,6,106687.76,1,1,0,173776.5
9644,15709354,Tudawali,521,France,Female,41,2,0,2,1,1,113089.43
9645,15728480,Iloerika,452,France,Female,35,8,0,2,1,1,149614.81
9646,15641091,Onyemauchechukwu,695,France,Female,31,5,106089.2,1,0,0,99537.68
9647,15603111,Muir,850,Spain,Male,71,10,69608.14,1,1,0,97893.4
9648,15679693,Walker,625,France,Male,31,5,0,2,0,1,90.07
9649,15797190,Charlton,608,Germany,Female,40,7,96202.32,1,0,0,161154.85
9650,15788025,Tseng,715,France,Female,38,0,0,2,1,1,332.81
9651,15646168,Ifeatu,834,Spain,Male,33,5,0,2,1,0,66285.18
9652,15580493,Chin,469,France,Male,33,1,127818.52,1,1,0,163477.22
9653,15726720,Blinova,480,France,Female,40,7,0,1,1,0,170332.67
9654,15735799,Maconochie,527,Germany,Male,58,3,137318.42,1,1,1,126144.96
9655,15773098,Ch'in,834,Spain,Male,34,5,0,2,0,0,53437.1
9656,15668971,Nicholson,583,France,Female,40,4,55776.39,2,1,0,26920.43
9657,15603221,Burgess,696,Germany,Male,32,4,84421.62,1,0,1,52314.71
9658,15740043,Young,606,France,Male,32,5,83161.65,1,1,1,116885.59
9659,15712264,Plumb,713,France,Female,39,10,0,2,1,1,126263.97
9660,15751926,Trentino,821,Germany,Male,42,3,87807.29,2,1,1,64613.81
9661,15589401,Allen,550,France,Female,30,4,0,2,1,0,89216.29
9662,15742019,Benford,675,France,Female,39,6,0,2,0,0,83419.15
9663,15660611,Gallo,748,Spain,Male,39,3,0,2,1,1,123998.52
9664,15607634,Cobb,606,Germany,Male,40,9,95293.86,2,0,1,96985.58
9665,15595036,Doherty,726,Germany,Male,30,7,92847.59,1,1,0,146154.06
9666,15745794,Cocci,547,France,Male,30,6,0,2,1,1,18471.86
9667,15781689,Macadam,758,Spain,Male,35,5,0,2,1,0,95009.6
9668,15696054,Tychonoff,596,France,Male,37,2,0,1,0,1,121175.86
9669,15752467,Johnson,720,Spain,Male,34,3,0,2,1,1,77047.78
9670,15597739,Tu,674,France,Male,37,3,0,1,1,0,158049.9
9671,15651336,Chidiebere,756,France,Female,32,4,0,2,1,0,147040.25
9672,15636061,Pope,649,Germany,Male,78,4,68345.86,2,1,1,142566.75
9673,15723013,Sutherland,613,Germany,Male,28,7,76656.4,2,1,1,185483.24
9674,15784148,Beneventi,643,France,Male,62,9,0,2,0,0,155870.82
9675,15578098,Jamieson,600,France,Male,31,8,0,2,1,1,121555.51
9676,15638621,Simmons,735,Spain,Male,39,1,60374.98,1,1,0,40223.74
9677,15720924,Chijioke,585,France,Female,34,1,0,1,1,1,75503.6
9678,15566531,Iloerika,724,Germany,Male,33,4,88046.88,1,0,1,186942.49
9679,15718064,Chia,635,Spain,Male,29,2,0,2,0,0,117173.8
9680,15605067,Nwachinemelu,472,France,Male,19,9,0,2,1,0,3453.4
9681,15655335,Becher,590,France,Male,36,1,0,2,1,0,48876.84
9682,15607301,Romano,651,Spain,Female,63,8,129968.67,1,1,1,11830.53
9683,15694628,Walker,686,Germany,Female,39,4,157731.6,2,1,0,162820.6
9684,15607112,Chiawuotu,606,France,Male,32,6,0,2,0,1,36540.63
9685,15635775,Watt,781,France,Male,33,3,89276.48,1,1,0,6959
9686,15644280,Udegbunam,593,France,Male,45,4,138825.19,1,0,0,10828.78
9687,15708362,Watson,793,France,Male,63,4,103729.79,2,1,1,80272.06
9688,15771997,Bryant,791,France,Female,31,10,75499.24,1,1,0,22184.14
9689,15730579,Ward,850,France,Male,68,5,169445.4,1,1,1,186335.07
9690,15728005,Urban,698,France,Female,57,9,111359.55,2,1,0,105715.01
9691,15791674,Sutherland,846,France,Female,34,10,142388.61,2,0,1,68393.64
9692,15754599,K'ung,765,France,Male,42,4,123311.39,2,1,1,82868.34
9693,15693690,Iweobiegbunam,574,Spain,Male,52,7,115532.52,1,1,0,196257.67
9694,15728963,Wei,617,Germany,Female,51,10,167273.71,1,0,0,93439.75
9695,15659710,Lascelles,581,France,Male,25,5,77886.53,2,1,0,150319.49
9696,15658675,Ts'ao,710,Germany,Male,37,6,135795.63,1,0,1,46523.6
9697,15638788,Mack,550,France,Male,32,8,97514.07,1,1,1,199138.84
9698,15609735,Campbell,533,Germany,Male,51,6,127545.56,2,0,0,79559.02
9699,15771477,Fiorentini,779,France,Male,49,9,106160.37,1,0,0,116893.87
9700,15570145,Long,763,France,Female,23,2,0,2,1,0,153983.99
9701,15797149,Lloyd,563,Spain,Female,36,4,143680.47,2,1,1,63531.19
9702,15636912,Sneddon,678,Spain,Male,38,3,124483.53,1,1,0,126253.31
9703,15687828,Gorshkov,644,Spain,Female,31,5,86006.3,1,1,1,73922.95
9704,15667424,Forbes,682,Germany,Female,43,7,111094.05,2,1,1,64679.3
9705,15759872,L?,625,France,Male,22,9,0,2,1,0,157072.91
9706,15572374,Hopetoun,733,Spain,Male,36,1,0,2,0,1,108377.82
9707,15754926,Lucchesi,512,France,Female,30,6,0,2,1,0,88827.31
9708,15687431,Faria,642,France,Female,41,7,115171.71,1,1,1,37674.47
9709,15604515,Yefremov,737,Germany,Female,22,10,111543.26,2,0,0,106327.85
9710,15682839,Genovesi,575,France,Female,57,8,137936.94,1,1,1,84475.13
9711,15624677,Marquez,543,Germany,Female,37,3,122304.65,2,0,0,33998.7
9712,15646366,Trevisani,521,Germany,Male,41,8,120586.54,1,0,1,20491.15
9713,15701768,Tung,637,France,Male,32,3,0,2,1,1,197827.06
9714,15623566,Barnhill,714,France,Male,40,9,46520.69,1,1,1,96687.25
9715,15681274,Marshall,726,Spain,Female,56,2,105473.74,1,1,1,46044.7
9716,15762573,Bednall,680,Spain,Female,34,7,0,2,1,0,98949.85
9717,15706458,Pan,812,Germany,Male,39,5,115730.71,3,1,1,185599.34
9718,15654222,Ogg,757,Spain,Male,30,3,145396.49,1,0,1,198341.15
9719,15704053,T'ang,710,Spain,Male,62,3,131078.42,2,1,0,119348.76
9720,15724321,Baresi,516,Germany,Female,47,9,128298.74,1,0,0,149614.17
9721,15621815,Obiajulu,803,France,Female,40,6,165526.71,1,1,0,12328.08
9722,15724876,McGregor,560,France,Female,38,5,83714.41,1,1,1,33245.97
9723,15696588,Lung,679,France,Female,36,3,0,2,1,1,2243.41
9724,15612832,Jamieson,526,France,Male,32,7,125540.05,1,0,0,86786.41
9725,15804295,Pinto,485,France,Male,41,2,100254.76,2,1,1,12706.67
9726,15712536,Fallaci,625,France,Female,36,3,0,2,1,0,41295.1
9727,15662494,Goliwe,773,Spain,Male,43,7,138150.57,1,1,1,177357.16
9728,15807728,Ferri,530,France,Female,45,1,0,1,0,1,190663.89
9729,15764916,Rowley,616,Germany,Female,43,7,95984.21,1,0,1,115262.54
9730,15615330,Tretiakova,651,France,Male,23,10,0,2,1,1,170099.23
9731,15638487,She,586,Germany,Male,38,2,136858.42,1,0,1,189143.94
9732,15627859,Nebeolisa,607,Germany,Male,29,7,102609,1,1,0,163257.44
9733,15622192,Young,724,Spain,Male,39,3,0,2,0,1,95562.81
9734,15789413,Fitzgerald,733,France,Male,64,3,0,2,1,1,75272.63
9735,15583221,Arnold,667,Germany,Male,70,3,77356.92,2,1,1,20881.96
9736,15768495,Chidimma,700,France,Female,32,8,110923.15,2,1,1,161845.81
9737,15644103,Wells,659,Spain,Male,78,2,151675.65,1,0,1,49978.67
9738,15741197,Calzada,710,Spain,Male,22,8,0,3,1,0,107292.91
9739,15664547,Black,760,France,Male,37,7,0,1,0,0,32863.24
9740,15797293,Sopuluchukwu,677,France,Female,25,3,0,2,1,0,179608.96
9741,15572021,Ts'ao,798,Germany,Female,29,8,80204.11,2,1,0,70223.22
9742,15637461,Ukaegbunam,758,France,Male,35,7,0,2,1,0,77951.84
9743,15620577,Wood,715,France,Male,45,4,0,2,1,1,55043.93
9744,15609643,Furneaux,752,Germany,Male,32,9,115587.49,2,0,1,101677.46
9745,15785358,Gresswell,586,Germany,Male,46,8,106968.96,1,1,1,79366.98
9746,15603883,Ch'in,818,France,Male,36,4,0,2,1,1,8037.03
9747,15782550,Ma,490,Germany,Female,41,0,139659.04,1,1,1,176254.12
9748,15775761,Iweobiegbunam,610,Germany,Female,69,5,86038.21,3,0,0,192743.06
9749,15680201,Marcelo,627,Germany,Male,24,5,102773.2,2,1,0,56793.02
9750,15767594,Azubuike,533,France,Female,35,8,0,2,1,1,187900.12
9751,15591985,Stewart,708,France,Female,51,8,70754.18,1,1,1,92920.04
9752,15789339,Yen,681,France,Male,59,4,122781.51,1,0,1,140166.95
9753,15781530,Hsieh,690,France,Male,21,8,0,2,1,1,155782.89
9754,15705174,Chiedozie,656,Germany,Male,68,7,153545.11,1,1,1,186574.68
9755,15572114,Shih,673,Spain,Male,40,1,121629.22,1,1,1,3258.6
9756,15804009,Amechi,806,Germany,Male,36,8,167983.17,2,1,1,106714.28
9757,15662698,Ko,648,Spain,Female,43,7,81153.82,1,1,1,144532.85
9758,15696047,Chimezie,501,France,Male,35,6,99760.84,1,1,1,13591.52
9759,15701160,Azubuike,556,Germany,Female,43,4,125890.72,1,1,1,74854.97
9760,15790093,Aguirre,627,France,Female,27,2,0,2,1,0,125451.01
9761,15632143,Lung,652,France,Male,31,2,119148.55,1,0,0,149740.22
9762,15736778,Adams,807,Germany,Female,60,1,72948.58,2,1,1,17355.36
9763,15734917,Castiglione,708,Germany,Male,21,8,133974.36,2,1,0,50294.09
9764,15643903,Yao,619,France,Male,27,1,154483.98,1,1,0,156394.74
9765,15569526,Morales,601,France,Male,40,10,98627.13,2,0,0,77977.69
9766,15777067,Thomas,445,France,Male,64,2,136770.67,1,0,1,43678.06
9767,15795511,Vasiliev,800,Germany,Male,39,4,95252.72,1,1,0,13906.34
9768,15610419,Chukwueloka,554,France,Male,33,3,117413.95,1,1,1,12766.74
9769,15644994,Ko,714,Germany,Male,54,4,137986.58,2,0,1,51308.54
9770,15703707,Atkins,656,France,Male,44,10,143571.52,1,0,0,127444.14
9771,15659327,Moffitt,520,France,Male,49,5,121197.64,1,1,0,72577.33
9772,15771323,Panicucci,480,Spain,Male,39,5,121626.9,1,1,1,82438.13
9773,15750549,Akobundu,660,Germany,Male,30,1,84440.1,2,1,1,60485.98
9774,15698462,Chiu,532,France,Male,36,4,0,2,1,1,132798.78
9775,15739692,Tsui,679,France,Male,42,1,0,2,0,0,71823.15
9776,15744041,Yobanna,780,France,Female,26,3,140356.7,1,1,0,117144.15
9777,15700714,Hollis,747,France,Male,29,7,0,2,1,1,141706.43
